datetime,wind_hmm
2021-01-01 00:00:00,2.525687788034057e-05
2021-01-01 00:10:00,0.0
2021-01-01 00:20:00,0.0
2021-01-01 00:30:00,0.0
2021-01-01 00:40:00,0.0004100554174206626
2021-01-01 00:50:00,0.0
2021-01-01 01:00:00,0.0
2021-01-01 01:10:00,3.230931180908967e-05
2021-01-01 01:20:00,0.0006711675118298954
2021-01-01 01:30:00,0.3898371721138066
2021-01-01 01:40:00,0.3715721034298718
2021-01-01 01:50:00,0.2600136849549055
2021-01-01 02:00:00,0.12899623143159733
2021-01-01 02:10:00,0.4871288766941635
2021-01-01 02:20:00,0.306859403916127
2021-01-01 02:30:00,0.0
2021-01-01 02:40:00,0.599420884341789
2021-01-01 02:50:00,0.0
2021-01-01 03:00:00,0.0
2021-01-01 03:10:00,0.00015447593376153207
2021-01-01 03:20:00,0.0005541285034885723
2021-01-01 03:30:00,1.1894541946514415e-08
2021-01-01 03:40:00,0.0
2021-01-01 03:50:00,0.0
2021-01-01 04:00:00,3.2679787375273905e-05
2021-01-01 04:10:00,0.5089101447009027
2021-01-01 04:20:00,0.33806715265391163
2021-01-01 04:30:00,0.601822505614461
2021-01-01 04:40:00,0.6612693140502547
2021-01-01 04:50:00,0.4965024988342449
2021-01-01 05:00:00,0.0
2021-01-01 05:10:00,0.4637697874662743
2021-01-01 05:20:00,1.116864260629023
2021-01-01 05:30:00,0.2250566402831765
2021-01-01 05:40:00,1.3822525577210667
2021-01-01 05:50:00,0.9501022683194221
2021-01-01 06:00:00,1.2229521989195782
2021-01-01 06:10:00,0.09075361481653693
2021-01-01 06:20:00,0.3815705774697929
2021-01-01 06:30:00,0.0
2021-01-01 06:40:00,0.4783105244803695
2021-01-01 06:50:00,0.4027955150823681
2021-01-01 07:00:00,0.17548809641153754
2021-01-01 07:10:00,0.5141025584214398
2021-01-01 07:20:00,0.2033860847549405
2021-01-01 07:30:00,0.00027141376622423
2021-01-01 07:40:00,0.00042763993228804044
2021-01-01 07:50:00,0.00035630430853109065
2021-01-01 08:00:00,9.364327068733371e-05
2021-01-01 08:10:00,0.00042554179328503937
2021-01-01 08:20:00,0.0
2021-01-01 08:30:00,0.00044951157349147315
2021-01-01 08:40:00,0.0002356372713438103
2021-01-01 08:50:00,0.0006221644385505107
2021-01-01 09:00:00,0.0016485203334657243
2021-01-01 09:10:00,0.0
2021-01-01 09:20:00,0.0
2021-01-01 09:30:00,0.0
2021-01-01 09:40:00,0.11946158789436595
2021-01-01 09:50:00,0.566850310363482
2021-01-01 10:00:00,0.2180873571775575
2021-01-01 10:10:00,0.26048216766282656
2021-01-01 10:20:00,0.6201274425135571
2021-01-01 10:30:00,1.1086694203704415
2021-01-01 10:40:00,0.5205274292426642
2021-01-01 10:50:00,0.15654967474213208
2021-01-01 11:00:00,0.0003921948215877345
