index,datetime,demand,solar_8.0MW,wind_11.5MW,delta
0,2021-01-01 00:00:00,4.4,0.0,2.525687788034057e-05,4.39997474312212
1,2021-01-01 00:10:00,4.7,0.0,0.0,4.7
2,2021-01-01 00:20:00,4.2,0.0,0.0,4.2
3,2021-01-01 00:30:00,4.4,0.0,0.0,4.4
4,2021-01-01 00:40:00,4.3,0.0,0.00041005541742066253,4.299589944582579
5,2021-01-01 00:50:00,4.4,0.0,0.0,4.4
6,2021-01-01 01:00:00,4.0,0.0,0.0,4.0
7,2021-01-01 01:10:00,4.0,0.0,3.2309311809089675e-05,3.999967690688191
8,2021-01-01 01:20:00,4.0,0.0,0.0006711675118298954,3.99932883248817
9,2021-01-01 01:30:00,3.7,0.0,0.3898371721138066,3.3101628278861934
10,2021-01-01 01:40:00,3.8,0.0,0.3715721034298718,3.428427896570128
11,2021-01-01 01:50:00,3.9,0.0,0.2600136849549055,3.6399863150450944
12,2021-01-01 02:00:00,3.9,0.0,0.12899623143159733,3.7710037685684026
13,2021-01-01 02:10:00,3.7,0.0,0.4871288766941635,3.2128711233058365
14,2021-01-01 02:20:00,3.7,0.0,0.30685940391612704,3.393140596083873
15,2021-01-01 02:30:00,3.7,0.0,0.0,3.7
16,2021-01-01 02:40:00,4.0,0.0,0.599420884341789,3.400579115658211
17,2021-01-01 02:50:00,3.8,0.0,0.0,3.8
18,2021-01-01 03:00:00,3.7,0.0,0.0,3.7
19,2021-01-01 03:10:00,3.8,0.0,0.00015447593376153207,3.7998455240662383
20,2021-01-01 03:20:00,3.8,0.0,0.0005541285034885723,3.7994458714965114
21,2021-01-01 03:30:00,3.6,0.0,1.1894541946514415e-08,3.5999999881054583
22,2021-01-01 03:40:00,3.8,0.0,0.0,3.8
23,2021-01-01 03:50:00,3.9,0.0,0.0,3.9
24,2021-01-01 04:00:00,3.7,0.0,3.2679787375273905e-05,3.699967320212625
25,2021-01-01 04:10:00,3.5,0.0,0.5089101447009027,2.9910898552990974
26,2021-01-01 04:20:00,3.8,0.0,0.33806715265391163,3.4619328473460884
27,2021-01-01 04:30:00,3.7,0.0,0.601822505614461,3.0981774943855394
28,2021-01-01 04:40:00,3.6,0.0,0.6612693140502547,2.9387306859497455
29,2021-01-01 04:50:00,3.5,0.0,0.4965024988342449,3.003497501165755
30,2021-01-01 05:00:00,4.0,0.0,0.0,4.0
31,2021-01-01 05:10:00,4.0,0.0,0.4637697874662743,3.5362302125337255
32,2021-01-01 05:20:00,4.1,0.0,1.116864260629023,2.9831357393709768
33,2021-01-01 05:30:00,3.8,0.0,0.2250566402831765,3.574943359716823
34,2021-01-01 05:40:00,4.1,0.0,1.3822525577210667,2.7177474422789327
35,2021-01-01 05:50:00,3.8,0.0,0.950102268319422,2.849897731680578
36,2021-01-01 06:00:00,4.1,0.0,1.2229521989195782,2.8770478010804217
37,2021-01-01 06:10:00,4.0,0.0,0.09075361481653693,3.909246385183463
38,2021-01-01 06:20:00,4.4,0.0,0.3815705774697929,4.0184294225302075
39,2021-01-01 06:30:00,4.2,0.0,0.0,4.2
40,2021-01-01 06:40:00,4.5,0.0,0.4783105244803695,4.02168947551963
41,2021-01-01 06:50:00,4.7,0.0,0.4027955150823681,4.297204484917632
42,2021-01-01 07:00:00,4.8,0.0,0.17548809641153754,4.624511903588462
43,2021-01-01 07:10:00,4.9,0.0,0.5141025584214398,4.38589744157856
44,2021-01-01 07:20:00,4.9,0.0,0.2033860847549405,4.6966139152450594
45,2021-01-01 07:30:00,5.2,0.0,0.00027141376622423,5.199728586233776
46,2021-01-01 07:40:00,5.5,0.13245774995231002,0.0004276399322880405,5.367114610115402
47,2021-01-01 07:50:00,5.3,0.3494629998741796,0.00035630430853109065,4.95018069581729
48,2021-01-01 08:00:00,5.3,0.778531213407001,9.364327068733371e-05,4.521375143322311
49,2021-01-01 08:10:00,5.7,1.2136032714594758,0.00042554179328503937,4.485971186747239
50,2021-01-01 08:20:00,5.5,1.543092296256525,0.0,3.9569077037434752
51,2021-01-01 08:30:00,5.5,1.8579927147863862,0.00044951157349147326,3.6415577736401223
52,2021-01-01 08:40:00,5.5,2.1550950152723893,0.00023563727134381032,3.344669347456267
53,2021-01-01 08:50:00,5.4,2.4279663757442678,0.0006221644385505107,2.971411459817182
54,2021-01-01 09:00:00,5.4,2.684463001535936,0.0016485203334657243,2.713888478130599
55,2021-01-01 09:10:00,5.7,2.825376421379663,0.0,2.874623578620337
56,2021-01-01 09:20:00,5.7,3.045398618504233,0.0,2.654601381495767
57,2021-01-01 09:30:00,5.7,2.900304278332341,0.0,2.7996957216676592
58,2021-01-01 09:40:00,5.8,3.427623352998323,0.11946158789436595,2.252915059107311
59,2021-01-01 09:50:00,5.2,3.6054754415807904,0.5668503103634821,1.0276742480557273
60,2021-01-01 10:00:00,5.6,3.7631257278911296,0.2180873571775575,1.6187869149313125
61,2021-01-01 10:10:00,5.9,3.9207695749402336,0.26048216766282656,1.71874825739694
62,2021-01-01 10:20:00,5.2,4.034498580284992,0.6201274425135571,0.545373977201451
63,2021-01-01 10:30:00,5.6,4.158214266536826,1.1086694203704417,0.3331163130927326
64,2021-01-01 10:40:00,5.7,4.283873383154624,0.5205274292426642,0.8955991876027118
65,2021-01-01 10:50:00,5.7,4.4314817948901855,0.15654967474213208,1.1119685303676823
66,2021-01-01 11:00:00,5.7,4.593688931732013,0.0003921948215877346,1.1059188734463996
67,2021-01-01 11:10:00,6.0,4.647388077561879,0.0,1.352611922438121
68,2021-01-01 11:20:00,5.8,4.76207530630418,0.0,1.0379246936958202
69,2021-01-01 11:30:00,5.1,4.802087342439269,0.4423060536063215,-0.14439339604559098
70,2021-01-01 11:40:00,5.9,4.876116462502922,0.2812283226822809,0.742655214814798
71,2021-01-01 11:50:00,5.8,4.464925784569147,0.4162173751491728,0.9188568402816806
72,2021-01-01 12:00:00,5.5,4.93236892872682,0.7046382914372211,-0.13700722016404132
73,2021-01-01 12:10:00,5.6,5.092276636046028,0.2000888621474385,0.3076345018065325
74,2021-01-01 12:20:00,5.6,5.076720300805193,0.0010971873182656414,0.5221825118765411
75,2021-01-01 12:30:00,5.9,5.102467533523591,0.0,0.797532466476409
76,2021-01-01 12:40:00,5.3,5.069377396580874,0.0,0.23062260341912566
77,2021-01-01 12:50:00,5.7,5.1020502080694925,0.00033186985762392976,0.5976179220728834
78,2021-01-01 13:00:00,5.1,5.082721692272947,0.00022345346621618697,0.017054854260837082
79,2021-01-01 13:10:00,5.5,5.065701498312152,0.0,0.4342985016878478
80,2021-01-01 13:20:00,5.8,5.039630769374742,0.3588598053301674,0.4015094252950897
81,2021-01-01 13:30:00,5.7,4.972930448486995,0.0,0.7270695515130052
82,2021-01-01 13:40:00,5.9,4.423452036134509,8.542448790393829e-06,1.4765394214167014
83,2021-01-01 13:50:00,5.6,4.843344915675417,0.0008518708214490113,0.7558032135031336
84,2021-01-01 14:00:00,6.0,4.758075605184959,0.0009231748904717312,1.241001219924569
85,2021-01-01 14:10:00,5.7,4.655005110335767,0.0,1.044994889664233
86,2021-01-01 14:20:00,5.7,4.529587925961379,0.0,1.1704120740386212
87,2021-01-01 14:30:00,5.6,4.40088579846447,0.00064603277022852,1.1984681687653005
88,2021-01-01 14:40:00,5.2,4.260322245147654,0.4496470170219229,0.4900307378304234
