datetime,radiation
2014-01-01 00:00:00,17.35730461783947
2014-01-01 00:10:00,17.622630390673983
2014-01-01 00:20:00,16.12882113356847
2014-01-01 00:30:00,17.20415445523549
2014-01-01 00:40:00,20.457556236459958
2014-01-01 00:50:00,27.38018398524597
2014-01-01 01:00:00,20.941458745588314
2014-01-01 01:10:00,22.079075054938276
2014-01-01 01:20:00,14.846982543996251
2014-01-01 01:30:00,15.495573145329482
2014-01-01 01:40:00,18.64738546178801
2014-01-01 01:50:00,19.929723247421407
2014-01-01 02:00:00,28.214695069484737
2014-01-01 02:10:00,26.6528442853664
2014-01-01 02:20:00,26.0577976743305
2014-01-01 02:30:00,29.1791075169669
2014-01-01 02:40:00,30.807666594391655
2014-01-01 02:50:00,27.595391454758303
2014-01-01 03:00:00,25.559882106236458
2014-01-01 03:10:00,32.37360170991969
2014-01-01 03:20:00,28.17958944377656
2014-01-01 03:30:00,19.59958784344931
2014-01-01 03:40:00,32.84871125452069
2014-01-01 03:50:00,34.1159063507895
2014-01-01 04:00:00,25.097735714388925
2014-01-01 04:10:00,20.02941037044068
2014-01-01 04:20:00,19.7749405787795
2014-01-01 04:30:00,16.422750718056268
2014-01-01 04:40:00,16.783036582903158
2014-01-01 04:50:00,17.85672513327276
2014-01-01 05:00:00,19.13609472610993
2014-01-01 05:10:00,20.052350085262145
2014-01-01 05:20:00,56.35414645158496
2014-01-01 05:30:00,32.2424909920907
2014-01-01 05:40:00,24.146632299977792
2014-01-01 05:50:00,25.16181433606099
2014-01-01 06:00:00,19.114062640490616
2014-01-01 06:10:00,18.166804384929154
2014-01-01 06:20:00,18.422121706020995
2014-01-01 06:30:00,16.95113196419396
2014-01-01 06:40:00,17.195751525959874
2014-01-01 06:50:00,16.724949540491256
2014-01-01 07:00:00,23.575231882709907
2014-01-01 07:10:00,27.125338876644435
2014-01-01 07:20:00,22.448865269362855
2014-01-01 07:30:00,56.26307076725261
2014-01-01 07:40:00,91.99228434529283
2014-01-01 07:50:00,192.93188905555056
2014-01-01 08:00:00,480.3461039236729
2014-01-01 08:10:00,691.0911335129035
2014-01-01 08:20:00,898.0418216755817
2014-01-01 08:30:00,1103.9437173116003
2014-01-01 08:40:00,1646.4031656611746
2014-01-01 08:50:00,1837.8688950340847
2014-01-01 09:00:00,1782.2001938355438
2014-01-01 09:10:00,1543.1829855851838
2014-01-01 09:20:00,1848.115219219276
2014-01-01 09:30:00,2739.3678223735287
2014-01-01 09:40:00,4792.254664130329
2014-01-01 09:50:00,4618.5955894218805
2014-01-01 10:00:00,3011.989633875852
2014-01-01 10:10:00,3431.2411262023293
2014-01-01 10:20:00,3510.9372009032627
2014-01-01 10:30:00,3199.6254869124205
2014-01-01 10:40:00,2486.592966921071
2014-01-01 10:50:00,2371.0487031720068
2014-01-01 11:00:00,3301.2662449935497
2014-01-01 11:10:00,5338.827448775233
2014-01-01 11:20:00,5016.306317893639
2014-01-01 11:30:00,3191.526368114335
2014-01-01 11:40:00,3445.9753824259446
2014-01-01 11:50:00,3233.6847142725874
2014-01-01 12:00:00,5758.880794706036
2014-01-01 12:10:00,6234.541245702226
2014-01-01 12:20:00,5024.3635385653115
2014-01-01 12:30:00,3875.9517893628563
2014-01-01 12:40:00,6516.00599039906
2014-01-01 12:50:00,4174.957572264668
2014-01-01 13:00:00,3674.5086638843004
2014-01-01 13:10:00,3178.128804400303
2014-01-01 13:20:00,3388.619104174372
2014-01-01 13:30:00,3217.878547961229
2014-01-01 13:40:00,3127.9681123413316
2014-01-01 13:50:00,2969.1817686361246
2014-01-01 14:00:00,2792.6860092436805
2014-01-01 14:10:00,3588.3322883936216
2014-01-01 14:20:00,3391.592963520489
2014-01-01 14:30:00,3269.557654614366
2014-01-01 14:40:00,1941.9000785979783
2014-01-01 14:50:00,1984.1367752338435
2014-01-01 15:00:00,1253.406108875675
2014-01-01 15:10:00,1569.033295544324
2014-01-01 15:20:00,1360.1487880730176
2014-01-01 15:30:00,1343.7298739281293
2014-01-01 15:40:00,1073.0306958177796
2014-01-01 15:50:00,931.1238071268414
2014-01-01 16:00:00,711.1684164176542
2014-01-01 16:10:00,541.3122099441555
2014-01-01 16:20:00,416.03478084248616
2014-01-01 16:30:00,290.9025429765388
2014-01-01 16:40:00,227.78083231925208
2014-01-01 16:50:00,161.72302704981388
2014-01-01 17:00:00,134.79675824077262
2014-01-01 17:10:00,49.86400033804744
2014-01-01 17:20:00,23.511789828005295
2014-01-01 17:30:00,23.026011960701137
2014-01-01 17:40:00,21.474250579038095
2014-01-01 17:50:00,18.733956116310207
2014-01-01 18:00:00,19.077821251753804
2014-01-01 18:10:00,18.070257168338955
2014-01-01 18:20:00,17.111294175647554
2014-01-01 18:30:00,21.347795753710976
2014-01-01 18:40:00,19.665783448909103
2014-01-01 18:50:00,17.520709763901845
2014-01-01 19:00:00,18.44176819866978
2014-01-01 19:10:00,18.804778177649084
2014-01-01 19:20:00,18.04829499469873
2014-01-01 19:30:00,20.978115926621793
2014-01-01 19:40:00,19.199458283153813
2014-01-01 19:50:00,20.019930551381968
2014-01-01 20:00:00,17.065413519478675
2014-01-01 20:10:00,16.70479526609964
2014-01-01 20:20:00,16.64189533586443
2014-01-01 20:30:00,17.807978085961405
2014-01-01 20:40:00,17.21970067163725
2014-01-01 20:50:00,18.70016409989326
2014-01-01 21:00:00,19.40415565181039
2014-01-01 21:10:00,18.939281466252602
2014-01-01 21:20:00,18.02201054361473
2014-01-01 21:30:00,17.3380751440133
2014-01-01 21:40:00,17.560156064943026
2014-01-01 21:50:00,17.7355186124808
2014-01-01 22:00:00,18.006323276728857
2014-01-01 22:10:00,18.876498055982527
2014-01-01 22:20:00,19.562064735095937
2014-01-01 22:30:00,17.731410977078077
2014-01-01 22:40:00,17.840877191487586
2014-01-01 22:50:00,19.07583060013881
2014-01-01 23:00:00,18.378477006656883
2014-01-01 23:10:00,17.59874502434595
2014-01-01 23:20:00,17.72182077068397
2014-01-01 23:30:00,18.103675094341504
2014-01-01 23:40:00,16.889665842792954
2014-01-01 23:50:00,18.990535532603424
2014-01-02 00:00:00,15.452446039915786
2014-01-02 00:10:00,17.204342113705664
2014-01-02 00:20:00,18.99873976467532
2014-01-02 00:30:00,20.702222406211934
2014-01-02 00:40:00,20.452209809848895
2014-01-02 00:50:00,19.066683169612237
2014-01-02 01:00:00,19.355807225432414
2014-01-02 01:10:00,21.464220049828338
2014-01-02 01:20:00,32.23822758789249
2014-01-02 01:30:00,25.364061105871752
